id,path,question,a,b,c,d,answer
dev_2160.jpg,train2/dev_2160.jpg,사진에 보이는 재활용 가능한 플라스틱 빨대는 몇 개입니까?,8개,10개,12개,14개,d
dev_2160.jpg,train2/dev_2160.jpg,사진 속 재활용 가능한 플라스틱 빨대는 몇 개인가요?,8개,12개,14개,10개,c
dev_2163.jpg,train2/dev_2163.jpg,사진 속 재활용 봉투 안에 보이는 플라스틱 병의 개수는 몇 개인가요?,1개,2개,3개,4개,b
dev_2163.jpg,train2/dev_2163.jpg,사진에 보이는 재활용 봉투 안에 보이는 플라스틱 병의 개수는 몇 개입니까?,4개,1개,2개,3개,c
dev_2167.jpg,train2/dev_2167.jpg,사진에 보이는 재활용 가능한 포장재의 재질은 무엇인가요?,플라스틱,알루미늄 호일,종이,유리,b
dev_2167.jpg,train2/dev_2167.jpg,사진 속 재활용 가능한 포장재의 재질은 무엇입니까?,유리,플라스틱,알루미늄 호일,종이,c
dev_2175.jpg,train2/dev_2175.jpg,사진 속 상자 안에 있는 재활용 가능한 종이 포장재는 몇 개입니까?,3개,4개,5개,6개,a
dev_2175.jpg,train2/dev_2175.jpg,사진에 보이는 상자 안에 있는 재활용 가능한 종이 포장재는 몇 개인가요?,6개,5개,4개,3개,d
dev_2176.jpg,train2/dev_2176.jpg,사진에 보이는 재활용품 중 종이 재질인 것은 무엇인가요?,더 아이즈 점안액 상자,알코올 솜 상자,더 아이즈 점안액 포장지,알코올 솜 개별 포장지,b
dev_2176.jpg,train2/dev_2176.jpg,사진 속 재활용품 중 종이 재질인 것은 무엇입니까?,알코올 솜 개별 포장지,더 아이즈 점안액 상자,알코올 솜 상자,더 아이즈 점안액 포장지,c
dev_2180.jpg,train2/dev_2180.jpg,사진 속 재활용품 중에서 종이 재질의 포장재는 몇 개 보이나요?,2개,3개,4개,5개,d
dev_2180.jpg,train2/dev_2180.jpg,사진에 보이는 재활용품 중에서 종이 재질의 포장재는 몇 개 보입니까?,3개,4개,5개,2개,c
dev_2183.jpg,train2/dev_2183.jpg,사진 속 재활용 가능한 컵의 재질은 무엇인가요?,플라스틱,유리,금속,도자기,b
dev_2183.jpg,train2/dev_2183.jpg,사진에 보이는 재활용 가능한 컵의 재질은 무엇입니까?,유리,금속,플라스틱,도자기,a
dev_2186.jpg,train2/dev_2186.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개입니까?,1개,2개,3개,4개,d
dev_2186.jpg,train2/dev_2186.jpg,사진 속 재활용품 중 종이 재질의 상자는 몇 개인가요?,3개,1개,4개,2개,c
dev_2190.jpg,train2/dev_2190.jpg,사진 속 테이블 위에 있는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c
dev_2190.jpg,train2/dev_2190.jpg,사진에 보이는 테이블 위에 있는 재활용 가능한 플라스틱 병은 몇 개인가요?,3개,4개,1개,2개,a
dev_2193.jpg,train2/dev_2193.jpg,사진에 보이는 재활용품 중 종이상자의 개수는 몇 개인가요?,5개,7개,9개,11개,d
dev_2193.jpg,train2/dev_2193.jpg,사진 속 재활용품 중 종이상자의 개수는 몇 개입니까?,7개,11개,5개,9개,b
dev_2195.jpg,train2/dev_2195.jpg,사진 속 박스 안에 있는 재활용품 중 플라스틱 병은 몇 개입니까?,2개,3개,4개,5개,a
dev_2195.jpg,train2/dev_2195.jpg,사진에 보이는 박스 안에 있는 재활용품 중 플라스틱 병은 몇 개인가요?,2개,5개,4개,3개,a
dev_2196.jpg,train2/dev_2196.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,d
dev_2196.jpg,train2/dev_2196.jpg,사진 속 재활용품 중 플라스틱 용기의 개수는 몇 개입니까?,4개,1개,3개,2개,a
dev_2199.jpg,train2/dev_2199.jpg,사진 속 재활용품 분리수거함에 들어있는 종이컵은 몇 개입니까?,2개,3개,4개,5개,d
dev_2199.jpg,train2/dev_2199.jpg,사진에 보이는 재활용품 분리수거함에 들어있는 종이컵은 몇 개인가요?,3개,5개,4개,2개,b
dev_2201.jpg,train2/dev_2201.jpg,사진에 보이는 재활용품 중 플라스틱 뚜껑이 있는 용기는 무엇인가요?,하얀색 텀블러,커피 컵 뚜껑,음료 캔,비타민 C 포장 상자,b
dev_2201.jpg,train2/dev_2201.jpg,사진 속 재활용품 중 플라스틱 뚜껑이 있는 용기는 무엇입니까?,하얀색 텀블러,음료 캔,커피 컵 뚜껑,비타민 C 포장 상자,c
dev_2209.jpg,train2/dev_2209.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,플라스틱 컵,유리병,종이컵,금속 캔,c
dev_2209.jpg,train2/dev_2209.jpg,사진 속 재활용 가능한 용기의 재질은 무엇입니까?,종이컵,유리병,금속 캔,플라스틱 컵,a
dev_2213.jpg,train2/dev_2213.jpg,사진에 보이는 재활용 봉투 중 플라스틱 병이 주로 들어있는 봉투는 어떤 색인가요?,투명한 봉투,파란색 봉투,흰색 봉투,갈색 봉투,c
dev_2213.jpg,train2/dev_2213.jpg,사진 속 재활용 봉투 중 플라스틱 병이 주로 들어있는 봉투는 어떤 색인가요?,투명한 봉투,갈색 봉투,흰색 봉투,파란색 봉투,c
dev_2216.jpg,train2/dev_2216.jpg,사진 속 선반에 있는 재활용 가능한 유리병 중 'Jack Daniel's Tennessee Whiskey' 병은 몇 개 있나요?,10개,12개,15개,18개,d
dev_2216.jpg,train2/dev_2216.jpg,사진에 보이는 선반에 있는 재활용 가능한 유리병 중 'Jack Daniel's Tennessee Whiskey' 병은 몇 개 있습니까?,15개,12개,18개,10개,c
dev_2223.jpg,train2/dev_2223.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,c
dev_2223.jpg,train2/dev_2223.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,4개,3개,2개,c
dev_2224.jpg,train2/dev_2224.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,2개,3개,4개,d
dev_2224.jpg,train2/dev_2224.jpg,사진 속 재활용 가능한 플라스틱 용기의 개수는 몇 개입니까?,3개,1개,2개,4개,d
dev_2227.jpg,train2/dev_2227.jpg,사진에 보이는 재활용품 중 종이상자의 개수는 몇 개인가요?,3개,5개,7개,9개,d
dev_2227.jpg,train2/dev_2227.jpg,사진 속 재활용품 중 종이상자의 개수는 몇 개입니까?,5개,9개,3개,7개,b
dev_2232.jpg,train2/dev_2232.jpg,사진에 보이는 재활용품 중 종이팩은 몇 개입니까?,1개,2개,3개,4개,d
dev_2232.jpg,train2/dev_2232.jpg,사진 속 재활용품 중 종이팩은 몇 개인가요?,4개,3개,2개,1개,a
dev_2241.jpg,train2/dev_2241.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지의 개수는 몇 개인가요?,5개,6개,7개,8개,b
dev_2241.jpg,train2/dev_2241.jpg,사진 속 재활용 가능한 플라스틱 포장지의 개수는 몇 개입니까?,5개,8개,7개,6개,d
dev_2242.jpg,train2/dev_2242.jpg,사진 속 재활용품 봉투 안에 들어있는 캔은 몇 개입니까?,3개,4개,5개,6개,b
dev_2242.jpg,train2/dev_2242.jpg,사진에 보이는 재활용품 봉투 안에 들어있는 캔은 몇 개인가요?,5개,6개,4개,3개,c
dev_2244.jpg,train2/dev_2244.jpg,사진에서 재활용 가능한 종이 상자는 어디에 가장 많이 쌓여 있나요?,사진 오른쪽 위,사진 왼쪽 위,사진 중앙 아래,사진 오른쪽 아래,a
dev_2244.jpg,train2/dev_2244.jpg,사진에서 재활용 가능한 종이 상자는 어디에 가장 많이 쌓여 있습니까?,사진 오른쪽 아래,사진 왼쪽 위,사진 오른쪽 위,사진 중앙 아래,c
dev_2246.jpg,train2/dev_2246.jpg,사진에 보이는 재활용 가능한 종이 상자는 몇 개입니까?,1개,2개,3개,4개 이상,d
dev_2246.jpg,train2/dev_2246.jpg,사진 속 재활용 가능한 종이 상자는 몇 개인가요?,2개,1개,3개,4개 이상,d
dev_2247.jpg,train2/dev_2247.jpg,책상 위에 놓인 음료 용기 중 재활용 가능한 플라스틱 컵은 몇 개인가요?,0개,1개,2개,3개,c
dev_2247.jpg,train2/dev_2247.jpg,책상 위에 놓인 음료 용기 중 재활용 가능한 플라스틱 컵은 몇 개입니까?,0개,1개,3개,2개,d
dev_2248.jpg,train2/dev_2248.jpg,사진 속 재활용품 중 종이 재질의 상자는 몇 개입니까?,2개,3개,4개,5개,d
dev_2248.jpg,train2/dev_2248.jpg,사진에 보이는 재활용품 중 종이 재질의 상자는 몇 개인가요?,5개,4개,2개,3개,a
dev_2262.jpg,train2/dev_2262.jpg,사진 속 재활용품 중 종이 재질인 것은 무엇인가요?,두유 상자,커피 컵 뚜껑,종이에 그려진 그림,플라스틱 빨대,a
dev_2262.jpg,train2/dev_2262.jpg,사진에 보이는 재활용품 중 종이 재질인 것은 무엇입니까?,두유 상자,종이에 그려진 그림,플라스틱 빨대,커피 컵 뚜껑,a
dev_2264.jpg,train2/dev_2264.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,3개,5개,7개,d
dev_2264.jpg,train2/dev_2264.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개인가요?,5개,7개,3개,1개,b
dev_2266.jpg,train2/dev_2266.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 바구니는 몇 개입니까?,2개,3개,4개,5개,d
dev_2266.jpg,train2/dev_2266.jpg,사진 속 재활용품 중 플라스틱 재질의 바구니는 몇 개인가요?,3개,2개,5개,4개,c
dev_2271.jpg,train2/dev_2271.jpg,사진에 보이는 재활용품 중 종이팩의 개수는 몇 개인가요?,1개,2개,3개,4개,a
dev_2271.jpg,train2/dev_2271.jpg,사진 속 재활용품 중 종이팩의 개수는 몇 개입니까?,1개,3개,4개,2개,a
dev_2273.jpg,train2/dev_2273.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,5개,6개,7개,8개,b
dev_2273.jpg,train2/dev_2273.jpg,사진 속 재활용 가능한 종이 상자의 개수는 몇 개입니까?,8개,6개,7개,5개,b
dev_2286.jpg,train2/dev_2286.jpg,사진에 보이는 재활용 가능한 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,c
dev_2286.jpg,train2/dev_2286.jpg,사진 속 재활용 가능한 상자의 개수는 몇 개입니까?,2개,1개,4개,3개,d
dev_2309.jpg,train2/dev_2309.jpg,사진에 보이는 재활용품 중 플라스틱 컵은 몇 개인가요?,1개,2개,3개,4개,a
dev_2309.jpg,train2/dev_2309.jpg,사진 속 재활용품 중 플라스틱 컵은 몇 개입니까?,4개,2개,1개,3개,c
dev_2318.jpg,train2/dev_2318.jpg,사진에 보이는 투명 플라스틱 컵은 총 몇 개입니까?,5개,7개,9개,11개,d
dev_2318.jpg,train2/dev_2318.jpg,사진 속 투명 플라스틱 컵은 총 몇 개인가요?,9개,7개,5개,11개,d
dev_2320.jpg,train2/dev_2320.jpg,벤치 위에 놓인 재활용품 중 캔의 개수는 몇 개인가요?,2개,3개,4개,5개,c
dev_2320.jpg,train2/dev_2320.jpg,벤치 위에 놓인 재활용품 중 캔의 개수는 몇 개입니까?,2개,5개,4개,3개,c
dev_2328.jpg,train2/dev_2328.jpg,사진에 보이는 재활용품 중 플라스틱 용기에 해당하는 것은 무엇인가요?,감자칩 봉지,빵 포장지,컵라면 용기,키보드,a
dev_2328.jpg,train2/dev_2328.jpg,사진 속 재활용품 중 플라스틱 용기에 해당하는 것은 무엇입니까?,빵 포장지,키보드,감자칩 봉지,컵라면 용기,c
dev_2332.jpg,train2/dev_2332.jpg,사진에 보이는 재활용 가능한 종이 상자는 몇 개입니까?,3개,4개,5개,6개,d
dev_2332.jpg,train2/dev_2332.jpg,사진 속 재활용 가능한 종이 상자는 몇 개인가요?,4개,6개,5개,3개,b
dev_2333.jpg,train2/dev_2333.jpg,사진에 보이는 재활용 가능한 플라스틱 파일 홀더는 몇 개입니까?,1개,2개,3개,4개,a
dev_2333.jpg,train2/dev_2333.jpg,사진 속 재활용 가능한 플라스틱 파일 홀더는 몇 개인가요?,2개,3개,1개,4개,c
dev_2342.jpg,train2/dev_2342.jpg,사진 속 선반 위에 놓인 재활용품 중 종이 재질의 물건은 무엇인가요?,하얀색 `lil HYBRID`상자,노란색 `MAMES COFFEE` 봉지,파란색 작은 상자,투명한 플라스틱 뚜껑,a
dev_2342.jpg,train2/dev_2342.jpg,사진에 보이는 선반 위에 놓인 재활용품 중 종이 재질의 물건은 무엇입니까?,하얀색 `lil HYBRID`상자,파란색 작은 상자,투명한 플라스틱 뚜껑,노란색 `MAMES COFFEE` 봉지,a
dev_2344.jpg,train2/dev_2344.jpg,사진에 보이는 재활용품 중 종이 재질의 포장 상자는 몇 개입니까?,5개,7개,9개,11개,d
dev_2344.jpg,train2/dev_2344.jpg,사진 속 재활용품 중 종이 재질의 포장 상자는 몇 개인가요?,9개,5개,7개,11개,d
dev_2347.jpg,train2/dev_2347.jpg,사진 속 재활용품 중 캔의 개수는 몇 개인가요?,3개,4개,5개,6개,d
dev_2347.jpg,train2/dev_2347.jpg,사진에 보이는 재활용품 중 캔의 개수는 몇 개입니까?,4개,5개,3개,6개,d
dev_2355.jpg,train2/dev_2355.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,3개,4개,5개,6개,d
dev_2355.jpg,train2/dev_2355.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,3개,5개,4개,6개,d
dev_2366.jpg,train2/dev_2366.jpg,사진에서 재활용 가능한 플라스틱 용기는 어디에 있나요?,차 옆 바닥에 있는 갈색과 빨간색 포장지,하얀 벽 옆 바닥에 있는 유리병,차 앞 바닥에 있는 금속 캔,사진에 재활용 가능한 플라스틱 용기가 없음,d
dev_2366.jpg,train2/dev_2366.jpg,사진에서 재활용 가능한 플라스틱 용기는 어디에 있습니까?,하얀 벽 옆 바닥에 있는 유리병,사진에 재활용 가능한 플라스틱 용기가 없음,차 앞 바닥에 있는 금속 캔,차 옆 바닥에 있는 갈색과 빨간색 포장지,b
dev_2371.jpg,train2/dev_2371.jpg,사진에 보이는 재활용품 중 어떤 재질의 포장지가 있나요?,종이 포장지,플라스틱 포장지,알루미늄 포장지,유리병,b
dev_2371.jpg,train2/dev_2371.jpg,사진 속 재활용품 중 어떤 재질의 포장지가 있습니까?,플라스틱 포장지,유리병,알루미늄 포장지,종이 포장지,a
dev_2374.jpg,train2/dev_2374.jpg,사진 속 재활용 가능한 용기는 무엇입니까?,종이 재질의 치킨 양동이,유리병,종이팩 주스 용기,모두 해당,a
dev_2374.jpg,train2/dev_2374.jpg,사진에 보이는 재활용 가능한 용기는 무엇인가요?,모두 해당,종이팩 주스 용기,종이 재질의 치킨 양동이,유리병,c
dev_2381.jpg,train2/dev_2381.jpg,사진 속 재활용 쓰레기통 안에 보이는 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a
dev_2381.jpg,train2/dev_2381.jpg,사진에 보이는 재활용 쓰레기통 안에 보이는 플라스틱 병은 몇 개인가요?,2개,1개,3개,4개,b
dev_2383.jpg,train2/dev_2383.jpg,사진에 보이는 재활용 가능한 종이컵은 어디에 있나요?,회색 운동화 옆,흰색 운동화 옆,회색 운동화 안쪽,회색 운동화 뒤쪽,a
dev_2383.jpg,train2/dev_2383.jpg,사진 속 재활용 가능한 종이컵은 어디에 있습니까?,회색 운동화 옆,회색 운동화 뒤쪽,회색 운동화 안쪽,흰색 운동화 옆,a
dev_2387.jpg,train2/dev_2387.jpg,사진에 보이는 재활용 가능한 유리병의 뚜껑 재질은 무엇인가요?,플라스틱,금속,종이,유리,a
dev_2387.jpg,train2/dev_2387.jpg,사진 속 재활용 가능한 유리병의 뚜껑 재질은 무엇입니까?,종이,유리,금속,플라스틱,d
dev_2392.jpg,train2/dev_2392.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,플라스틱,종이,금속,유리,b
dev_2392.jpg,train2/dev_2392.jpg,사진 속 재활용품의 재질은 무엇입니까?,금속,플라스틱,유리,종이,d
dev_2396.jpg,train2/dev_2396.jpg,사진에 보이는 재활용 가능한 캔은 몇 개입니까?,1개,2개,3개,4개,b
dev_2396.jpg,train2/dev_2396.jpg,사진 속 재활용 가능한 캔은 몇 개인가요?,3개,2개,4개,1개,b
dev_2398.jpg,train2/dev_2398.jpg,사진 속 재활용 쓰레기통에 들어있는 재활용품 중 종이 재질의 상자는 몇 개입니까?,1개,2개,3개,4개,d
dev_2398.jpg,train2/dev_2398.jpg,사진에 보이는 재활용 쓰레기통에 들어있는 재활용품 중 종이 재질의 상자는 몇 개인가요?,1개,2개,4개,3개,c
dev_2404.jpg,train2/dev_2404.jpg,사진에 보이는 재활용품 중 종이 재질의 포장지는 몇 개입니까?,1개,2개,3개,4개,b
dev_2404.jpg,train2/dev_2404.jpg,사진 속 재활용품 중 종이 재질의 포장지는 몇 개인가요?,1개,2개,4개,3개,b
dev_2405.jpg,train2/dev_2405.jpg,사진 속 재활용품 중 플라스틱 재질의 용기는 몇 개입니까?,1개,2개,3개,4개,a
dev_2405.jpg,train2/dev_2405.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 용기는 몇 개인가요?,4개,3개,1개,2개,c
dev_2408.jpg,train2/dev_2408.jpg,사진에 보이는 캔은 총 몇 개인가요?,3개,4개,5개,6개,c
dev_2408.jpg,train2/dev_2408.jpg,사진 속 캔은 총 몇 개입니까?,4개,6개,5개,3개,c
dev_2410.jpg,train2/dev_2410.jpg,사진 속 음료가 담긴 용기의 재질은 무엇인가요?,플라스틱 컵,유리병,종이컵,금속 캔,b
dev_2410.jpg,train2/dev_2410.jpg,사진에 보이는 음료가 담긴 용기의 재질은 무엇입니까?,금속 캔,플라스틱 컵,종이컵,유리병,d
dev_2418.jpg,train2/dev_2418.jpg,사진 속 재활용품 중 종이류는 몇 개입니까?,5개,7개,9개,11개,d
dev_2418.jpg,train2/dev_2418.jpg,사진에 보이는 재활용품 중 종이류는 몇 개인가요?,5개,7개,11개,9개,c
dev_2419.jpg,train2/dev_2419.jpg,사진 속 상자 안에 있는 재활용 가능한 종이 포장재는 몇 개입니까?,1개,2개,3개,4개,c
dev_2419.jpg,train2/dev_2419.jpg,사진에 보이는 상자 안에 있는 재활용 가능한 종이 포장재는 몇 개인가요?,1개,4개,2개,3개,d
dev_2421.jpg,train2/dev_2421.jpg,사진에 보이는 재활용품 중 플라스틱 컵은 몇 개입니까?,10개,12개,15개,20개,d
dev_2421.jpg,train2/dev_2421.jpg,사진 속 재활용품 중 플라스틱 컵은 몇 개인가요?,12개,15개,10개,20개,d
dev_2423.jpg,train2/dev_2423.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 품목은 무엇인가요?,플라스틱 병과 플라스틱 컵,플라스틱 병과 알루미늄 캔,종이 상자와 플라스틱 컵,알루미늄 캔과 종이 상자,b
dev_2423.jpg,train2/dev_2423.jpg,사진 속 재활용품 중 플라스틱 재질의 품목은 무엇입니까?,플라스틱 병과 플라스틱 컵,알루미늄 캔과 종이 상자,플라스틱 병과 알루미늄 캔,종이 상자와 플라스틱 컵,c
dev_2431.jpg,train2/dev_2431.jpg,사진 속 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,2개,3개,4개,5개,d
dev_2431.jpg,train2/dev_2431.jpg,사진에 보이는 재활용품 중 플라스틱 병의 개수는 몇 개입니까?,2개,4개,3개,5개,d
dev_2437.jpg,train2/dev_2437.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,7개,9개,11개,13개,d
dev_2437.jpg,train2/dev_2437.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개인가요?,7개,13개,9개,11개,b
dev_2445.jpg,train2/dev_2445.jpg,사진에 보이는 재활용품 중 골판지 상자는 몇 개입니까?,2개,3개,4개,5개,d
dev_2445.jpg,train2/dev_2445.jpg,사진 속 재활용품 중 골판지 상자는 몇 개인가요?,2개,5개,3개,4개,b
dev_2452.jpg,train2/dev_2452.jpg,사진 속 재활용 가능한 페트병의 뚜껑 색깔은 무엇인가요?,노란색,파란색,빨간색,초록색,d
dev_2452.jpg,train2/dev_2452.jpg,사진에 보이는 재활용 가능한 페트병의 뚜껑 색깔은 무엇입니까?,초록색,노란색,빨간색,파란색,a
dev_2454.jpg,train2/dev_2454.jpg,사진 속 재활용품 중 종이 재질의 박스는 몇 개입니까?,2개,3개,4개,5개,d
dev_2454.jpg,train2/dev_2454.jpg,사진에 보이는 재활용품 중 종이 재질의 박스는 몇 개인가요?,5개,2개,4개,3개,a
dev_2456.jpg,train2/dev_2456.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,a
dev_2456.jpg,train2/dev_2456.jpg,사진 속 재활용 가능한 종이 상자의 개수는 몇 개입니까?,4개,2개,1개,3개,c
dev_2467.jpg,train2/dev_2467.jpg,사진 속에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,10개,12개,15개,17개,d
dev_2467.jpg,train2/dev_2467.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,15개,10개,17개,12개,c
dev_2472.jpg,train2/dev_2472.jpg,사진에 보이는 음료 용기 중 알루미늄 캔은 몇 개인가요?,1개,2개,3개,4개,d
dev_2472.jpg,train2/dev_2472.jpg,사진 속 음료 용기 중 알루미늄 캔은 몇 개입니까?,4개,2개,3개,1개,a
dev_2479.jpg,train2/dev_2479.jpg,사진 속 상자 안에 있는 재활용품 중 플라스틱 용기는 몇 개입니까?,1개,2개,3개,4개,a
dev_2479.jpg,train2/dev_2479.jpg,사진에 보이는 상자 안에 있는 재활용품 중 플라스틱 용기는 몇 개인가요?,1개,3개,2개,4개,a
dev_2480.jpg,train2/dev_2480.jpg,사진 속 투명한 비닐봉지 안에 들어있는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,c
dev_2480.jpg,train2/dev_2480.jpg,사진에 보이는 투명한 비닐봉지 안에 들어있는 재활용 가능한 플라스틱 병은 몇 개인가요?,2개,4개,1개,3개,d
dev_2484.jpg,train2/dev_2484.jpg,사진에 보이는 재활용 가능한 병의 종류는 무엇인가요?,플라스틱 병 2개,유리 병 2개,금속 캔 2개,종이 상자 2개,a
dev_2484.jpg,train2/dev_2484.jpg,사진 속 재활용 가능한 병의 종류는 무엇입니까?,종이 상자 2개,플라스틱 병 2개,금속 캔 2개,유리 병 2개,b
dev_2488.jpg,train2/dev_2488.jpg,사진 속 재활용 봉투 위에 놓여진 투명한 플라스틱 병은 몇 개입니까?,1개,2개,3개,4개,a
dev_2488.jpg,train2/dev_2488.jpg,사진에 보이는 재활용 봉투 위에 놓여진 투명한 플라스틱 병은 몇 개인가요?,3개,4개,2개,1개,d
dev_2489.jpg,train2/dev_2489.jpg,사진 속 노란색 포장재로 된 재활용품은 어떤 재질인가요?,플라스틱,종이,유리,금속,b
dev_2489.jpg,train2/dev_2489.jpg,사진에 보이는 노란색 포장재로 된 재활용품은 어떤 재질인가요?,플라스틱,금속,유리,종이,d
dev_2495.jpg,train2/dev_2495.jpg,사진 속 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,3개,5개,7개,9개,d
dev_2495.jpg,train2/dev_2495.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개입니까?,9개,5개,3개,7개,a
dev_2508.jpg,train2/dev_2508.jpg,사진에 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,3개,5개,7개,9개,d
dev_2508.jpg,train2/dev_2508.jpg,사진 속 재활용품 중 종이 상자의 개수는 몇 개입니까?,7개,9개,5개,3개,b
dev_2518.jpg,train2/dev_2518.jpg,사진 속 재활용품 봉투 안에 있는 캔의 개수는 몇 개인가요?,1개,2개,3개,4개,c
dev_2518.jpg,train2/dev_2518.jpg,사진에 보이는 재활용품 봉투 안에 있는 캔의 개수는 몇 개입니까?,1개,2개,4개,3개,d
dev_2522.jpg,train2/dev_2522.jpg,사진 속 쓰레기봉투 안에 보이는 재활용 가능한 컵은 어떤 재질인가요?,종이컵,플라스틱컵,유리컵,금속컵,b
dev_2522.jpg,train2/dev_2522.jpg,사진에 보이는 쓰레기봉투 안에 보이는 재활용 가능한 컵은 어떤 재질인가요?,플라스틱컵,금속컵,유리컵,종이컵,a
dev_2526.jpg,train2/dev_2526.jpg,책상 위에 있는 재활용 가능한 종이컵은 몇 개입니까?,1개,2개,3개,4개,a
dev_2526.jpg,train2/dev_2526.jpg,책상 위에 있는 재활용 가능한 종이컵은 몇 개인가요?,2개,1개,4개,3개,b
dev_2530.jpg,train2/dev_2530.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,5개,6개,7개,8개,d
dev_2530.jpg,train2/dev_2530.jpg,사진 속 재활용품 중 플라스틱 용기의 개수는 몇 개입니까?,6개,7개,5개,8개,d
dev_2531.jpg,train2/dev_2531.jpg,사진에 보이는 재활용품 중 금속 재질의 용기는 몇 개인가요?,1개,2개,3개,4개,b
dev_2531.jpg,train2/dev_2531.jpg,사진 속 재활용품 중 금속 재질의 용기는 몇 개입니까?,4개,2개,3개,1개,b
dev_2536.jpg,train2/dev_2536.jpg,사진 속 테이블 위에 놓인 재활용 가능한 병은 몇 개입니까?,7개,8개,9개,10개,d
dev_2536.jpg,train2/dev_2536.jpg,사진에 보이는 테이블 위에 놓인 재활용 가능한 병은 몇 개인가요?,7개,10개,8개,9개,b
dev_2541.jpg,train2/dev_2541.jpg,사진에 보이는 재활용품 중 골판지 상자의 개수는 몇 개인가요?,1개,2개,3개,4개,d
dev_2541.jpg,train2/dev_2541.jpg,사진 속 재활용품 중 골판지 상자의 개수는 몇 개입니까?,2개,4개,3개,1개,b
dev_2542.jpg,train2/dev_2542.jpg,사진에 보이는 캔 중에서 금색 캔은 몇 개입니까?,2개,3개,4개,5개,a
dev_2542.jpg,train2/dev_2542.jpg,사진 속 캔 중에서 금색 캔은 몇 개인가요?,3개,2개,4개,5개,b
dev_2552.jpg,train2/dev_2552.jpg,사진에 보이는 재활용품 중 종이상자의 개수는 몇 개인가요?,3개,5개,7개,9개,d
dev_2552.jpg,train2/dev_2552.jpg,사진 속 재활용품 중 종이상자의 개수는 몇 개입니까?,9개,5개,3개,7개,a
dev_2553.jpg,train2/dev_2553.jpg,사진에 보이는 재활용품 중 플라스틱 병과 캔의 개수는 각각 몇 개인가요?,"플라스틱 병 1개, 캔 1개","플라스틱 병 2개, 캔 1개","플라스틱 병 1개, 캔 2개","플라스틱 병 2개, 캔 2개",b
dev_2553.jpg,train2/dev_2553.jpg,사진 속 재활용품 중 플라스틱 병과 캔의 개수는 각각 몇 개입니까?,"플라스틱 병 1개, 캔 2개","플라스틱 병 1개, 캔 1개","플라스틱 병 2개, 캔 2개","플라스틱 병 2개, 캔 1개",d
dev_2555.jpg,train2/dev_2555.jpg,사진 속 재활용품으로 적절한 것은 무엇인가요?,플라스틱 뚜껑이 있는 종이컵,유리병,금속 캔,플라스틱 병,d
dev_2555.jpg,train2/dev_2555.jpg,사진에 보이는 재활용품으로 적절한 것은 무엇입니까?,금속 캔,플라스틱 병,유리병,플라스틱 뚜껑이 있는 종이컵,b
dev_2562.jpg,train2/dev_2562.jpg,사진에 보이는 상자들 중 종이 재질의 재활용품은 몇 개입니까?,5개,7개,9개,11개,d
dev_2562.jpg,train2/dev_2562.jpg,사진 속 상자들 중 종이 재질의 재활용품은 몇 개인가요?,9개,5개,7개,11개,d
dev_2565.jpg,train2/dev_2565.jpg,사진에 보이는 재활용품 중 종이 상자는 몇 개 있습니까?,3개,5개,7개,9개,d
